51304269472,eee,15,89
51304269682,bbe,175,57
51304283436,bce,61,24
51304283629,fda,226,219
51304284174,ebe,150,143
51304320237,gee,160,45
51304352922,dad,298,167
51304366653,dge,95,24
51304380311,gcd,72,227
51304389598,eec,51,247
51304412189,fga,106,76
51304417155,dca,106,92
51304420426,dac,291,11
51304437019,adb,274,217
51304453982,eeg,26,139
51304460317,cgb,177,70
51304481955,gfb,73,271
51304515907,bed,112,241
51304531444,bef,276,14
51304532377,bcc,170,157
51304561502,edg,123,116
51304564504,bdd,201,292
51304567200,abb,260,174
51304606428,fea,101,95
51304645219,cfe,106,135
51304658107,ega,124,205
51304660679,afc,175,138
51304726674,eda,75,160
51304752942,fbf,24,199
51304782770,cec,42,276
51304798641,fee,93,131
51304805139,ccg,86,60
51304808779,efc,270,266
51304874100,dbc,95,201
51304890841,ccd,214,123
51304898772,ffe,231,272
51304924731,ffd,265,140
51304927850,dfe,3,287
51304928892,efd,99,78
51304950381,ccc,127,243
51304969327,bgd,261,161
51304971385,dac,152,11
51305038543,cgf,22,5
51305045754,gbf,148,138
51305055761,bee,234,109
51305057731,bea,101,258
51305061152,fbb,70,189
51305098895,fgb,58,112
51305114167,gff,92,281
51305116231,bcd,46,8
51305121379,cad,222,126
51305128465,ccd,295,131
51305149429,baa,25,80
51305164136,beb,26,258
51305166389,age,97,255
51305174821,fcc,118,39
51305183985,eae,252,183
51305198530,fda,113,188
51305200210,bfb,28,58
51305226685,acg,138,162
51305268426,cae,279,219
51305319161,ebe,219,124
51305322669,egc,66,116
51305323900,agb,72,28
51305324059,bac,23,88
51305324370,bbf,26,233
51305330773,agb,12,33
51305338481,dbg,262,271
51305347126,adf,84,96
51305382657,egd,247,47
51305390370,fde,79,218
51305441874,gac,211,261
51305524535,ded,180,68
51305529840,dca,243,104
51305559517,eed,270,21
51305567203,cfc,236,34
51305572861,cfe,137,114
51305647292,dbf,176,184
51305686194,gec,148,163
51305689877,efe,42,70
51305690706,cdg,176,47
51305695543,fab,14,11
51305727994,aae,22,318
51305728460,bfe,39,194
51305746726,acd,272,66
51305767374,eff,172,252
51305810765,bab,149,8
51305817582,caa,53,248
51305818309,gef,28,152
51305845787,bce,125,20
51305866882,dgc,299,42
51305881008,fga,42,76
51305894435,fbc,250,185
51305895847,cef,229,27
51305919777,fbf,11,163
51305939788,cag,176,160
51305981280,dee,84,136
51306001199,cca,36,295
51306037351,ead,129,167
51306047152,dfg,128,119
51306053329,cfd,2,36
51306100889,dab,110,70
51306137023,adb,185,258
51306148451,gcc,202,27
51306153301,cbb,164,213
51306175794,dce,260,293
51306183092,edd,98,220
51306209072,abd,108,35
51306224958,ggc,81,161
51306235607,bdg,1,163
51306245101,bfd,146,190
51306276385,cbd,5,123
51306302062,gbg,273,227
51306307632,fbe,30,216
51306330509,gee,233,49
51306331885,fec,169,109
51306334177,bgf,203,298
51306335568,bfc,247,193
51306349383,bdb,137,258
51306395190,bbe,65,54
51306395234,ead,49,183
51306412296,deb,105,156
51306422151,ddd,202,42
51306434799,ddb,286,245
51306485318,ace,54,37
51306554734,aed,188,202
51306605990,dag,61,66
51306621428,cge,65,120
51306635796,bca,101,144
51306636121,gac,115,224
51306637663,cbg,212,233
51306646977,gfg,274,120
51306656669,gbf,186,155
51306668140,bcb,73,114
51306681919,dfd,52,116
51306684224,gag,258,166
51306707520,edb,41,31
51306713691,eaf,250,234
51306722317,fdd,222,206
51306741044,abc,225,153
51306768154,cga,166,160
51306769808,gbc,206,120
51306779580,eag,27,212
51306824092,fba,32,286
51306834729,bda,189,9
51306856925,adc,41,290
51306862476,cee,239,243
51306880408,gcg,143,260
51306909104,dga,164,187
51306948353,bdd,194,251
51306958326,cdg,262,54
51306967667,dad,213,161
51306971119,gdd,77,14
51307011853,feg,100,27
51307014914,feg,259,21
51307023884,fcf,118,23
51307028237,gge,147,36
51307037013,fdb,65,47
51307041550,ecg,244,213
51307048407,dgb,110,276
51307060919,ccb,88,120
51307082628,gdg,96,81
51307084361,bgc,99,21
51307102689,fbd,131,101
51307145628,caa,251,275
51307151462,abf,299,223
51307157426,aeb,210,174
51307158167,dgd,146,231
51307158691,dgc,36,39
51307205387,efe,194,57
51307212298,bag,56,24
51307216168,gbe,110,184
51307216602,fgd,3,171
51307218494,afg,297,283
51307222874,aec,235,24
51307268059,def,271,76
51307274805,cfg,285,85
51307286382,gcb,50,82
51307295452,bae,18,202
51307313704,bed,7,238
51307314632,fea,68,113
51307323103,cgd,264,270
51307360942,fbc,68,197
51307369921,agg,185,80
51307377456,ccg,210,58
51307384183,fac,79,124
51307390303,edd,258,189
51307452295,aeg,15,95
51307456552,bbg,282,121
51307457510,bgc,299,21
51307457911,bac,38,74
51307471158,aaf,69,302
51307476584,geb,5,261
51307498419,cbd,266,116
51307499007,ddb,205,279
51307506116,afg,18,251
51307521665,afb,289,193
51307524896,cdc,244,261
51307585036,eca,70,174
51307595705,ebg,72,184
51307602260,efg,33,238
51307609721,cga,36,177
51307644396,ebc,94,24
51307654512,dfb,249,77
51307667829,ged,266,282
51307688890,dgf,68,74
51307699788,ecb,134,155
51307702209,dfc,161,65
51307721786,agd,3,78
51307738010,ded,233,58
51307787329,ege,216,6
51307802534,aba,188,246
51307831493,ecb,285,173
51307833606,beg,75,199
51307899459,gbf,12,134
51307912189,cda,11,60
51307922713,ggd,240,258
51307929981,bdc,187,83
51307942845,eaa,252,69
51307961154,acd,186,55
51307978508,baf,162,122
51308016957,cee,98,196
51308021523,dbb,202,243
51308021800,cgg,246,276
51308102808,fcd,3,7
51308104302,gga,43,81
51308107595,aea,274,155
51308118900,fcg,238,48
51308119698,fff,182,272
51308128392,fef,53,104
51308161162,ddc,143,169
51308167462,afd,67,161
51308179287,cgd,158,313
51308204545,adc,178,310
51308213828,cbe,54,192
51308266403,afc,49,126
51308285835,efb,18,23
51308297862,dcd,213,46
51308311900,gaa,254,263
51308325232,gcc,104,29
51308328535,fcb,1,101
51308328593,fcg,223,53
51308330743,eeb,277,157
51308349099,acb,15,91
51308359584,efe,150,63
51308375417,age,106,285
51308392804,abe,130,244
51308410132,dff,90,5
51308412486,aac,37,18
51308414427,daa,176,267
51308422831,gda,107,169
51308423148,gfc,176,278
51308423211,gfd,182,294
51308433992,gfa,215,124
51308446822,fab,250,10
51308450604,faf,193,191
51308451767,fec,32,93
51308457078,ffc,220,193
51308463736,fad,195,35
51308470520,ede,174,149
51308500623,geg,185,140
51308532135,ddf,26,75
51308540034,gga,68,92
51308543340,gce,239,287
51308547085,ffb,258,266
51308556885,fag,153,284
51308583143,ecd,277,189
51308610408,bbf,224,191
51308628144,dfc,10,59
51308646593,egg,280,287
51308649461,eae,239,215
51308665599,bge,285,33
51308679089,caf,57,71
51308693048,dfa,5,170
51308696861,gga,175,103
51308705479,cdd,225,279
51308715356,bef,288,11
51308724544,cbc,42,84
51308728988,gba,264,28
51308737018,bec,122,164
51308754906,gca,186,45
51308773803,fff,128,318
51308777219,dda,187,95
51308797733,cde,43,214
51308800562,bba,212,17
51308815997,cdb,141,240
51308821983,cea,113,213
51308837667,dde,83,231
51308852635,dcb,33,216
51308859512,cbc,191,75
51308869187,cab,250,205
51308887796,bad,136,102
51308898186,dcc,243,166
51308898738,dbe,215,111
51308947222,dbf,25,150
51308950011,gae,98,278
51308951501,ecc,160,200
51308964921,afe,92,124
51309011673,ebc,249,19
51309014862,aca,16,43
51309026633,gdg,275,71
51309049713,ggb,173,157
51309053706,aad,273,295
51309071673,eeg,44,125
51309095698,fgc,220,189
51309097992,cda,149,54
51309098887,aee,94,271
51309107818,ece,19,166
51309151784,ade,47,45
51309151863,fbg,174,270
51309174413,bfb,170,67
51309176474,ebe,39,100
51309192010,daf,73,249
51309195478,dec,12,67
51309206408,gbc,122,132
51309211947,fcg,79,57
51309216367,dea,235,92
51309233435,gad,227,232
51309257183,fcf,9,24
51309270119,bec,295,162
51309287859,aag,114,151
51309288521,gee,116,55
51309288544,bcb,128,119
51309290334,cbe,258,207
51309314667,ffg,131,98
51309318253,gbc,101,118
51309319314,ddd,253,45
51309331377,beg,128,183
51309352820,cff,58,28
51309359711,feb,86,255
51309389045,eda,243,147
51309395666,bgf,292,309
51309399477,ddg,291,9
51309423594,bcg,207,10
51309438200,dae,28,87
51309441282,bfa,13,280
51309471218,aff,64,173
51309500238,gea,225,268
51309505141,gde,286,216
51309513554,fdc,2,237
51309530215,bfb,203,55
51309539054,dbg,110,227
51309558972,bff,299,39
51309565002,aff,274,205
51309571505,gaf,157,106
51309580643,cfa,141,187
51309583631,dfd,227,134
51309588826,fca,13,209
51309596490,gdc,268,138
51309604254,afa,181,61
51309604921,eff,133,204
51309630767,cfb,168,133
51309635780,ega,75,170
51309649416,ceb,109,154
51309658862,egf,136,6
51309663016,cea,218,193
51309663043,gcf,217,287
51309665290,fed,277,122
51309713651,dee,193,114
51309727471,bab,11,8
51309740900,ddg,51,9
51309773840,dee,121,103
51309777241,bac,104,69
51309783140,afg,294,245
51309786851,cdf,110,147
51309791687,adf,293,91
51309794181,eac,72,266
51309807644,aad,169,256
51309808860,efc,27,260
51309815523,dcd,236,53
51309825915,eef,126,34
51309845739,gce,31,232
51309857693,bbc,182,191
51309861206,acf,30,269
51309861627,gab,56,278
51309874631,ebf,146,133
51309878051,fgf,136,31
51309908080,bcf,190,113
51309912206,acc,29,10
51309917975,egb,124,106
51309934713,adg,169,97
51309939873,fff,286,302
51309943278,aab,179,223
51309943467,dbf,164,121
51309948995,agg,175,66
51309950812,fdf,133,99
51309952431,bgg,270,75
51309958801,dgd,153,191
51309970543,cga,219,182
51309972289,cbf,95,125
51309978620,gdb,238,61
51309980592,dfe,223,332
51309980660,ged,94,225
51309987934,cge,268,120
51309998467,cae,28,256
51310035622,dad,258,177
51310069473,ece,45,132
51310069878,abg,51,111
51310079222,dga,203,188
51310115659,ced,234,124
51310116801,gcg,177,210
51310131611,bgd,24,135
51310163407,cac,79,84
51310177902,dcg,128,85
51310179967,ede,21,168
51310208939,bcg,177,10
51310209139,dcf,120,142
51310235056,ada,162,285
51310309947,fba,1,245
51310326487,bgc,165,21
51310339941,aca,89,43
51310375416,gce,276,269
51310404675,beg,146,179
51310411613,bee,26,129
51310420025,ebd,165,83
51310433374,abc,81,145
51310444761,ccf,190,77
51310447249,efd,291,69
51310480824,aaf,153,356
51310496605,gfe,75,27
51310497688,acg,276,170
51310504495,gdd,45,12
51310521077,gcc,95,27
51310525161,bcc,200,128
51310528599,cgb,77,71
51310530915,ffe,100,285
51310550752,cag,288,182
51310559778,gbb,119,46
51310566758,bfb,248,53
51310611833,ggg,141,234
51310613636,ccd,31,150
51310645167,geg,196,147
51310677440,abg,69,129
51310680327,gdf,20,106
51310691761,aef,132,299
51310705582,edf,212,113
51310712522,def,154,75
51310717164,egd,294,43
51310730699,dba,88,272
51310736334,cea,185,187
51310754353,ggf,247,201
51310758368,bde,228,329
51310771756,dbd,189,299
51310778656,bdf,134,141
51310813383,dcg,159,90
51310820210,gcb,262,91
51310827521,dce,256,325
51310833303,fdg,115,141
51310837335,gbe,36,193
51310862344,fga,298,62
51310864724,fgg,251,218
51310889298,gea,160,254
51310892298,aad,297,245
51310903983,afd,299,178
51310941998,ddg,150,8
51310950471,bbb,220,109
51310991126,bgc,145,19
51311002303,deg,105,188
51311033953,fdd,159,222
51311043617,aag,26,151
51311056088,ccc,32,216
51311066291,fce,207,143
51311068716,cfd,277,37
51311078475,aeg,102,79
51311096687,cbd,286,112
51311116420,bfd,208,186
51311121300,efa,197,123
51311125951,cdc,130,261
51311134591,abe,224,283
51311169519,aga,75,111
51311189122,ceg,285,91
51311235052,ggf,57,180
51311294741,dfd,211,151
51311317651,bga,76,5
51311318090,cdf,149,151
51311332502,fcf,227,25
51311333999,cea,73,220
51311377791,feg,255,24
51311387902,ecf,24,67
51311389082,cce,193,98
51311394041,cag,26,151
51311440027,cba,110,38
51311466008,gad,233,206
51311517251,bgb,75,250
51311531197,bce,144,18
51311541530,fbd,151,92
51311558841,gbf,296,111
51311563146,edg,109,105
51311564169,afg,245,291
51311567647,aaa,202,12
51311567845,bbd,213,224
51311569108,afe,61,99
51311569256,egd,57,34
51311580158,cgd,254,347
51311597134,fff,69,289
51311599881,beb,64,237
51311615050,bba,90,19
51311643788,ffg,278,99
51311656191,agf,280,338
51311682424,ggb,166,127
51311692423,add,267,204
51311717142,baf,47,112
51311725123,bbc,271,166
51311727134,afg,82,334
51311732966,ccb,151,140
51311739841,eca,185,174
51311745598,eff,157,175
51311757006,fcc,276,39
51311758845,caa,299,305
51311765555,edc,89,12
51311771190,dgc,287,41
51311791809,ced,61,147
51311795531,gac,228,232
51311801343,ged,142,227
51311808169,edd,56,207
51311831020,aea,24,168
51311852114,faa,276,23
51311882779,bgg,145,83
51311899357,fag,259,298
51311923768,fcg,263,50
51311928439,ega,114,200
51311941001,agc,129,65
51311946413,cef,15,26
51311977857,bac,58,64
51311984227,deg,240,191
51311996184,fda,237,204
51312000760,baa,188,76
51312024296,ffd,282,121
51312045679,dac,90,9
51312070639,dge,193,24
51312085961,eba,244,42
51312088092,fbb,128,183
51312088663,eab,125,286
51312121066,cca,117,274
51312130318,ffa,86,165
51312130823,cdf,157,147
51312137966,acb,27,80
51312146575,fed,71,135
51312147974,dgg,114,197
51312150767,gdf,179,94
51312152503,ebb,108,148
51312176860,dbb,16,279
51312197813,dae,199,100
51312220302,cfc,176,31
51312296643,fea,227,123
51312308562,ecg,224,191
51312314135,fac,272,128
51312319034,gae,99,222
51312327777,dcb,246,179
51312348073,aea,95,171
51312357036,geb,79,263
51312361139,afa,76,57
51312367034,eea,172,64
51312381815,cab,284,225
51312396886,bcd,65,7
51312411020,adb,12,291
51312416063,fde,229,187
51312423327,gaa,158,260
51312480149,aec,5,20
51312484856,dbd,282,299
51312491887,cbd,35,91
51312494391,eee,19,88
51312506317,dae,194,108
51312532525,bge,115,32
51312595843,bgc,275,19
51312603968,adb,59,273
51312610821,cgf,207,5
51312632727,gef,25,164
51312651006,adc,115,328
51312666911,efc,113,288
51312694411,ebd,110,83
51312733618,bba,144,21
51312738372,cgd,188,381
51312740834,add,199,187
51312752389,bde,163,391
51312758393,ceb,166,143
51312794084,caf,101,68
51312800487,eea,223,70
51312805877,bde,207,316
51312812686,gee,91,45
51312820021,fec,169,91
51312833440,bcb,240,124
51312833775,gca,266,48
51312846087,fae,78,24
51312864240,dbe,22,103
51312865117,gff,231,238
51312883322,cgc,6,295
51312897874,adf,243,103
51312898567,bbg,298,116
51312920065,bbe,293,57
51312936463,ebg,155,156
51312942874,fbd,180,106
51312942960,aac,28,19
51312944704,deb,79,173
51312948268,gbd,1,141
51312953448,bab,218,7
51312956625,gec,244,174
51312964529,bdb,112,270
51312978643,fac,83,143
51312982047,bda,269,9
51313010471,gbg,225,190
51313023945,cbd,288,85
51313032084,edg,91,118
51313039170,cgf,222,5
51313039452,eea,112,76
51313048180,aca,165,36
51313065031,ddb,115,273
51313080312,fce,279,151
51313101985,bdd,93,283
51313106830,daa,90,264
51313122386,gab,123,319
51313133731,fce,105,129
51313139504,bge,213,36
51313140457,eed,294,22
51313149442,aae,294,289
51313149507,agg,248,55
51313209766,eeb,154,133
51313212020,fee,156,140
51313215002,edg,233,96
51313226762,cga,19,160
51313234000,aef,63,275
51313300537,cec,246,314
51313307991,bea,188,250
51313313723,gga,128,111
51313324489,fcd,146,6
51313326183,dgg,220,171
51313333183,geb,131,220
51313347034,cbe,2,242
51313391955,dce,44,279
51313393302,bcf,98,120
51313454939,cga,3,182
51313457988,ada,82,322
51313490269,gfg,44,96
51313491357,ggc,15,140
51313532048,fge,254,30
51313539016,gcc,115,29
51313543642,cfc,215,26
51313569343,cbc,42,86
51313582210,gdb,54,61
51313584060,dfg,221,141
51313595920,dcc,100,146
51313611882,bdc,99,81
51313613389,gfb,75,322
51313613453,gcd,185,247
51313632040,dfg,129,135
51313654795,aeb,267,200
51313664329,efg,296,240
51313670671,ead,97,148
51313673872,afd,2,145
51313675268,dca,112,121
51313684041,ggg,101,243
51313699593,bfg,68,287
51313730929,gda,127,192
51313732641,abb,101,203
51313780365,cfe,254,111
51313786641,dba,60,310
51313810146,dab,210,60
51313811213,ebb,291,124
51313822042,adf,280,85
51313824661,agb,178,33
51313872588,fgb,204,114
51313876980,dda,255,84
51313940718,agg,51,54
51313994337,fdc,286,194
51314013262,aee,22,298
51314020655,gdb,156,59
51314051537,ccc,78,239
51314058047,bcf,14,105
51314063298,dbc,188,176
51314074299,cde,63,196
51314080937,ccd,182,156
51314089981,dfb,28,77
51314105429,acf,19,231
51314143032,ggg,140,264
51314147152,fab,239,9
51314150616,bef,93,12
51314155829,ffc,132,194
51314161209,cdd,75,256
51314206529,eec,215,274
51314209415,ggb,164,110
51314268972,adb,251,223
51314319052,dgb,74,303
51314344293,fad,123,40
51314350274,cbg,132,228
51314360861,ecb,261,190
51314376582,afd,222,127
51314387218,bbb,291,129
51314389810,ccf,18,72
51314391605,cfg,42,84
51314424360,gfd,288,332
51314443993,fgg,94,224
51314494991,acg,75,171
51314498422,fbb,23,201
51314507712,fcb,216,106
51314512793,cgb,266,68
51314515736,gcf,43,272
51314553279,bdg,93,163
51314555201,abf,11,187
51314556385,ddc,72,135
51314565669,ddg,227,8
51314583640,abd,79,30
51314599238,cda,121,57
51314615736,eda,19,147
51314618721,ece,227,106
51314638836,cdg,241,48
51314674446,cag,28,161
51314691791,ccb,266,119
51314716284,dfg,246,114
51314718934,cec,68,288
51314719357,cag,10,188
51314723492,cec,93,282
51314728002,cba,157,36
51314744987,eac,114,316
51314759720,aeb,76,196
51314786712,aae,214,320
51314790687,beg,155,205
51314795086,ggc,24,112
51314817397,gbb,282,42
51314824087,gfa,13,99
51314831770,ccf,209,77
51314865092,agg,200,61
51314866155,fef,130,90
51314884880,cdb,3,216
51314894386,gdc,34,154
51314952850,gba,274,25
51314958760,cad,71,136
51314964415,egg,53,338
51314965044,cge,234,103
51314967707,gca,9,39
51314971332,cee,194,174
51314977920,gea,292,279
51314978090,dfa,231,197
51314990930,gbe,168,200
51315002792,acc,297,11
51315005061,gac,166,185
51315021057,dad,171,189
51315025264,ace,295,41
51315034429,bgd,167,141
51315064705,gag,233,144
51315066775,gfc,13,233
51315083610,bfc,246,196
51315096866,dcf,160,120
51315118976,dac,212,9
51315158293,egc,33,100
51315162751,eag,233,197
51315176748,ddf,116,60
51315226194,fag,256,298
51315243247,cfg,197,93
51315246974,ege,119,6
51315282553,eee,5,94
51315316334,efe,17,68
51315319029,dcb,71,148
51315338975,ffg,281,97
51315342585,aed,116,175
51315360423,bca,267,145
51315380818,aff,41,202
51315382633,ceb,255,163
51315385632,dga,233,206
51315419394,fdg,100,153
51315435043,bfe,266,161
51315480601,ega,154,170
51315488535,ggb,57,104
51315500716,gde,13,252
51315521856,fbf,112,189
51315548635,fbe,3,187
51315599191,ffb,268,242
51315631424,aga,291,99
51315651366,fgc,279,160
51315660121,bff,112,44
51315673023,dcg,254,73
51315710651,aab,206,225
51315713169,ccg,193,64
51315752827,fdf,161,81
51315753180,aea,178,188
51315758649,faf,64,198
51315773741,baa,267,87
51315774254,fgf,125,25
51315793669,deg,32,183
51315797105,egc,295,84
51315799439,dba,297,365
51315830649,eeg,9,118
51315835109,cgg,99,248
51315887078,dee,98,95
51315898097,ecb,104,197
51315914128,egg,179,371
51315925495,gce,96,215
51315982820,bbf,10,206
51315990957,bgg,256,68
51316016606,agc,197,74
51316032444,cbb,54,189
51316035068,dag,12,66
51316051694,fga,192,55
51316099243,eaf,37,259
51316146996,adc,198,314
51316161994,fbc,47,198
51316165643,dff,40,5
51316173539,gdg,107,78
51316189443,gcg,68,237
51316222236,fea,117,108
51316242642,abe,3,266
51316252011,bag,125,26
51316275814,gbe,239,160
51316308382,bac,113,59
51316320069,ebe,173,93
51316334474,eef,195,37
51316358282,caa,207,295
51316374210,bbc,253,197
51316379324,gee,85,38
51316384112,bcb,77,105
51316400771,gge,9,33
51316418731,cef,119,21
51316450160,aed,214,185
51316472811,adf,104,85
51316474044,fgg,219,266
51316478242,fdb,103,42
51316487192,dab,292,64
51316501647,fbf,24,187
51316502342,cgf,297,5
51316505538,abc,159,137
51316538757,dcb,157,156
51316542150,bef,156,10
51316563044,fgd,233,172
51316567664,dfe,253,295
51316574430,edb,131,24
51316588073,acd,70,55
51316603518,gbf,277,116
51316608642,ade,224,45
51316615129,ffd,119,116
51316653447,faf,198,211
51316661916,ded,137,66
51316697615,cbd,234,90
51316707134,afc,46,109
51316710458,ffg,203,91
51316742721,dgc,49,45
51316774658,afb,137,193
51316850901,cbb,210,192
51316853325,agd,260,73
51316854606,faf,232,194
51316860512,dec,252,75
51316873153,bfd,288,221
51316911064,bed,163,207
51316920205,edb,69,24
51316920394,ebc,73,22
51316934925,bgf,96,268
51316935957,cga,28,209
51316943539,bda,292,8
51316970438,bdg,87,145
51317003456,efa,183,102
51317010193,cea,247,259
51317024713,gaf,128,117
51317026232,acb,139,64
51317037169,dfg,289,117
51317051589,dbe,167,93
51317063219,gdc,76,172
51317080638,afe,141,114
51317089225,ded,158,54
51317097758,dga,108,187
51317099412,bff,75,38
51317105479,dbd,229,284
51317105611,gdb,223,62
51317106833,fgf,58,22
51317112600,bcf,242,119
51317113711,ddb,79,262
51317126159,efd,253,73
51317151870,aaa,85,10
51317156587,bbb,105,136
51317171572,efa,211,85
51317179299,beb,160,258
51317182182,gfa,216,104
51317188725,age,28,333
51317209432,aca,12,42
51317213292,ede,186,159
51317222905,efd,35,82
51317231164,bae,250,167
51317235587,cad,258,161
51317247909,cfb,62,136
51317264185,dgf,196,61
51317264973,cee,75,142
51317265736,ebf,56,122
51317280945,bee,41,116
51317283329,afg,171,320
51317284892,aac,270,17
51317324160,bec,142,168
51317350215,ffb,230,249
51317360297,ecf,213,63
51317374430,ecd,17,166
51317383089,dff,231,5
51317389423,fca,246,171
51317399341,ggg,34,211
51317405950,cbe,4,229
51317417487,ebf,164,142
51317418235,ecd,91,184
51317419209,bcf,224,139
51317443107,gbc,224,127
51317443874,aba,269,290
51317444090,dab,140,70
51317449226,fcg,252,46
51317471762,cae,298,220
51317480170,egf,153,5
51317486267,dde,29,224
51317528298,eaa,68,69
51317534774,feb,209,285
51317539617,aad,93,203
51317561547,ggd,131,219
51317588619,eae,295,178
51317612410,bfb,142,56
51317617537,afa,121,63
51317621053,afd,228,121
51317623101,fcd,32,6
51317625110,dea,85,95
51317737461,bdd,227,302
51317739093,def,263,67
51317740669,bad,68,95
51317744090,dda,277,94
51317748722,baf,74,101
51317755233,ccb,158,128
51317758754,gbf,122,138
51317771386,faf,52,188
51317783205,bdd,227,314
51317804127,cfa,167,207
51317806468,gdc,74,146
51317814188,edc,146,11
51317859840,dcd,93,62
51317862694,cbg,164,271
51317863914,fgc,148,139
51317868964,bdf,154,141
51317873546,cde,280,186
51317889313,cfe,188,97
51317918994,fcb,259,95
51317921292,dee,54,85
51317921679,aeb,31,196
51317927961,fec,238,106
51317928913,dge,70,19
51317930355,bfa,205,271
51317938894,cgb,208,72
51317972870,agg,235,68
51317980024,gff,75,214
51317981363,fgf,140,19
51318010751,ecc,13,218
51318023568,ddd,101,37
51318027867,fgd,174,141
51318043481,afd,299,128
51318043927,bga,193,5
51318050984,gbf,57,153
51318078390,cdd,252,302
51318117157,bgc,247,19
51318143849,bbe,49,67
51318146880,beg,65,235
51318149799,bfc,255,156
51318151029,gcb,12,106
51318168246,dfa,212,234
51318189642,fcf,151,24
